2 4
1.196213273821630008e+00 4.026662938197113073e-01
-2.020582642426487982e-02 6.891135000230624863e-01
3.598257239213906167e-01 8.243383280989953488e-02
3.967317838937550190e-01 1.185200747265464871e+00
